_key,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,ROI,release_year
415,125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",,415,"[{""id"": 848, ""name"": ""double life""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10452, ""name"": ""credit card""}, {""id"": 163455, ""name"": ""super powers""}]",en,Batman & Robin,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",50.073575,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-20,238207122,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Strength. Courage. Honor. And loyalty.,Batman & Robin,4.2,1418,48,before_2000
440,40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://www.avp-r.com/,440,"[{""id"": 1297, ""name"": ""predator""}, {""id"": 5387, ""name"": ""national guard""}, {""id"": 9410, ""name"": ""hybrid""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 163386, ""name"": ""alien possession""}, {""id"": 163392, ""name"": ""triangle""}, {""id"": 163395, ""name"": ""infestation""}, {""id"": 226177, ""name"": ""xenomorph""}]",en,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",39.381913,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Brandywine Productions"", ""id"": 19747}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-25,41797066,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,740,4,2006~2010
550,63000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.foxmovies.com/movies/fight-club,550,"[{""id"": 825, ""name"": ""support group""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 1541, ""name"": ""nihilism""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 14819, ""name"": ""violence""}]",en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",146.757391,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Taurus Film"", ""id"": 20555}, {""name"": ""Linson Films"", ""id"": 54050}, {""name"": ""Atman Entertainment"", ""id"": 54051}, {""name"": ""Knickerbocker Films"", ""id"": 54052}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-15,100853753,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mischief. Mayhem. Soap.,Fight Club,8.3,9413,38,before_2000
563,105000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,563,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2900, ""name"": ""buenos aires""}, {""id"": 2902, ""name"": ""space battle""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 161247, ""name"": ""drill instructor""}, {""id"": 162365, ""name"": ""military""}]",en,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",58.782359,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Big Bug Pictures"", ""id"": 23434}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-06,121214377,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only good bug is a dead bug.,Starship Troopers,6.7,1560,13,before_2000
580,23000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,580,"[{""id"": 2988, ""name"": ""shark attack""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15098, ""name"": ""great white shark""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 227106, ""name"": ""banana boat""}]",en,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",12.777008,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-07-17,51881013,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"This time, it’s personal.",Jaws: The Revenge,3.5,224,56,before_2000
694,19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,694,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1611, ""name"": ""hotelier""}, {""id"": 1981, ""name"": ""colorado""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 3458, ""name"": ""bartender""}, {""id"": 3598, ""name"": ""ax""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 10241, ""name"": ""caretaker""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 190107, ""name"": ""snowed in""}, {""id"": 198471, ""name"": ""off season""}]",en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",78.699993,"[{""name"": ""Hawk Films"", ""id"": 88}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Peregrine"", ""id"": 11272}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1980-05-22,44017374,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A masterpiece of modern horror.,The Shining,8.1,3757,56,before_2000
765,3600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",,765,"[{""id"": 7946, ""name"": ""deer""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 11335, ""name"": ""tape recorder""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18451, ""name"": ""over the top""}, {""id"": 155626, ""name"": ""shot in the arm""}, {""id"": 157458, ""name"": ""book of the dead""}, {""id"": 157459, ""name"": ""evil dead""}, {""id"": 157465, ""name"": ""eyeball""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 157468, ""name"": ""tarmac""}, {""id"": 157470, ""name"": ""meat cleaver""}, {""id"": 157471, ""name"": ""shot through a wall""}]",en,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,35.674774,"[{""name"": ""Renaissance Films"", ""id"": 3102}, {""name"": ""Rosebud Productions"", ""id"": 47380}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-03-13,5923044,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742,39,before_2000
769,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://www.warnerbros.com/goodfellas,769,"[{""id"": 378, ""name"": ""prison""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 1857, ""name"": ""irish-american""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 41523, ""name"": ""brooklyn new york city""}, {""id"": 214983, ""name"": ""crime epic""}, {""id"": 214985, ""name"": ""tampa""}]",en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",63.654244,"[{""name"": ""Winkler Films"", ""id"": 8880}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-09-12,46836394,145.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Three Decades of Life in the Mafia.,GoodFellas,8.2,3128,47,before_2000
928,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",,928,"[{""id"": 242, ""name"": ""new york""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 5154, ""name"": ""fur""}, {""id"": 5155, ""name"": ""bat""}, {""id"": 5156, ""name"": ""current""}, {""id"": 5157, ""name"": ""electric shock""}, {""id"": 6247, ""name"": ""cleverness""}, {""id"": 10005, ""name"": ""gremlin""}, {""id"": 13001, ""name"": ""cowardliness""}]",en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",33.98637,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-15,41482207,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Here they grow again.,Gremlins 2: The New Batch,6.2,652,-21,before_2000
1091,15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.theofficialjohncarpenter.com/the-thing/,1091,"[{""id"": 1445, ""name"": ""ice""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 4711, ""name"": ""norwegian""}, {""id"": 4713, ""name"": ""research station""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14728, ""name"": ""antarctica""}, {""id"": 14729, ""name"": ""shape shifting alien""}, {""id"": 155821, ""name"": ""sled dogs""}]",en,The Thing,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,52.731379,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Turman-Foster Company"", ""id"": 662}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-06-25,19629760,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,Man is The Warmest Place to Hide.,The Thing,7.8,1588,24,before_2000
1272,50000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,1272,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2725, ""name"": ""sunlight""}, {""id"": 3638, ""name"": ""solar energy""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 5442, ""name"": ""expiration""}]",en,Sunshine,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",51.502884,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-04-05,32017803,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If the sun dies, so do we.",Sunshine,7.0,1182,-56,2006~2010
1429,15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,1429,"[{""id"": 378, ""name"": ""prison""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 5490, ""name"": ""girlfriend""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,25th Hour,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",30.196039,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-12-16,13060843,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This life was so close to never happening.,25th Hour,7.2,629,-15,2001~2005
1487,66000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.sonypictures.com/homevideo/hellboy/,1487,"[{""id"": 4252, ""name"": ""black magic""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 12208, ""name"": ""narration from grave""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 174406, ""name"": ""combat photography""}, {""id"": 174413, ""name"": ""reanimated corpse""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Hellboy,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",47.479755,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Starlite Films"", ""id"": 21497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-02,99318987,122.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,From the Dark Side to Our Side.,Hellboy,6.5,2225,34,2001~2005
1639,160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,1639,"[{""id"": 1422, ""name"": ""boat""}, {""id"": 2799, ""name"": ""cruise""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 33461, ""name"": ""diamond""}, {""id"": 228194, ""name"": ""collision course""}]",en,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,23.336875,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 35304}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-13,164508066,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,4.1,434,3,before_2000
1830,42000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,1830,"[{""id"": 2106, ""name"": ""cold war""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6163, ""name"": ""arms dealer""}]",en,Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",34.828241,"[{""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Ascendant Pictures"", ""id"": 1204}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Entertainment Manufacturing Company"", ""id"": 1206}, {""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Copag V"", ""id"": 21938}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2005-09-16,24127895,122.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,"Where there's a will, there's a weapon",Lord of War,7.0,1335,-74,2006~2010
1878,18500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,1878,"[{""id"": 167799, ""name"": ""gonzo journalist""}, {""id"": 167805, ""name"": ""sweaty face""}, {""id"": 167808, ""name"": ""fake identity""}, {""id"": 167809, ""name"": ""wedding chapel""}, {""id"": 167812, ""name"": ""grapefruit""}, {""id"": 167818, ""name"": ""cadillac convertible""}, {""id"": 167822, ""name"": ""gibberish""}, {""id"": 167830, ""name"": ""corvette stingray""}, {""id"": 167833, ""name"": ""police convention""}]",en,Fear and Loathing in Las Vegas,"The hallucinogenic misadventures of sportswriter Raoul Duke and his Samoan lawyer, Dr. Gonzo, on a three-day romp from Los Angeles to Las Vegas. Motoring across the Mojave Desert on the way to Sin City, Duke and his purple haze passenger ingest a cornucopia of drugs ranging from acid to ether.",44.511363,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Rhino Films"", ""id"": 1591}, {""name"": ""Fear and Loathing LLC"", ""id"": 53460}, {""name"": ""Shark Productions"", ""id"": 53461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-05-22,10680275,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Buy the ticket, take the ride.",Fear and Loathing in Las Vegas,7.2,1301,-73,before_2000
1949,65000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,1949,"[{""id"": 387, ""name"": ""california""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 627, ""name"": ""killing""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 4123, ""name"": ""embassy""}, {""id"": 4399, ""name"": ""victim""}, {""id"": 4923, ""name"": ""threat to death""}, {""id"": 4942, ""name"": ""victim of murder""}, {""id"": 4950, ""name"": ""code""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12193, ""name"": ""reporter""}]",en,Zodiac,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",51.970905,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-02,84785914,157.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There's more than one way to lose your life to a killer.,Zodiac,7.3,2023,23,2006~2010
1979,130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,1979,"[{""id"": 657, ""name"": ""fire""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 160117, ""name"": ""fantastic four""}, {""id"": 162365, ""name"": ""military""}, {""id"": 175975, ""name"": ""earth in peril""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 202541, ""name"": ""silver surfer""}, {""id"": 222915, ""name"": ""forcefield""}, {""id"": 227591, ""name"": ""elasticity""}, {""id"": 227595, ""name"": ""absorbing power""}]",en,4: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810723,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Bernd Eichinger Productions"", ""id"": 10881}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-13,289047763,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589,55,2006~2010
